,text,scores,boxes,centroid,source
400,bc dare to drive (dtd) o),0.9501479864120483,"[[904.0, 0.0], [1108.0, 0.0], [1108.0, 20.0], [904.0, 20.0]]",POINT (1006 10),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
401,bascam dtd,0.9786749482154846,"[[834.0, 92.0], [950.0, 92.0], [950.0, 114.0], [834.0, 114.0]]",POINT (892 103),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
402,pertama-krister,0.9497486352920532,"[[654.0, 104.0], [754.0, 104.0], [754.0, 118.0], [654.0, 118.0]]",POINT (704 111),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
403,de kebondjati,0.9287094473838806,"[[1193.0, 103.0], [1314.0, 108.0], [1313.0, 130.0], [1192.0, 125.0]]",POINT (1253 116.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
404,perguruan,0.9292876720428467,"[[360.0, 133.0], [463.0, 145.0], [460.0, 172.0], [357.0, 160.0]]",POINT (410 152.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
405,tamansiswa sukabumi,0.9856752157211304,"[[288.0, 159.0], [430.0, 159.0], [430.0, 179.0], [288.0, 179.0]]",POINT (359 169),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
406,bpk penabur sukabumi,0.9825258851051331,"[[630.0, 159.0], [812.0, 159.0], [812.0, 185.0], [630.0, 185.0]]",POINT (721 172),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
407,o sembun otal,0.8071373701095581,"[[1228.0, 289.0], [1354.0, 289.0], [1354.0, 331.0], [1228.0, 331.0]]",POINT (1291 310),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
408,wlayan kekuaeen,0.5273292660713196,"[[864.0, 393.0], [1010.0, 393.0], [1010.0, 435.0], [864.0, 435.0]]",POINT (937 414),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
409,estaurant sunda.,0.9653660655021667,"[[1588.0, 415.0], [1690.0, 415.0], [1690.0, 429.0], [1588.0, 429.0]]",POINT (1639 422),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
410,nasi goreng 212,0.982129693031311,"[[1033.0, 527.0], [1173.0, 518.0], [1175.0, 548.0], [1035.0, 557.0]]",POINT (1104 537.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
411,nasi goreng,0.9884259700775146,"[[1064.0, 546.0], [1124.0, 546.0], [1124.0, 560.0], [1064.0, 560.0]]",POINT (1094 553),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
412,masjid-daarussalaam,0.9911665916442871,"[[1636.0, 546.0], [1804.0, 546.0], [1804.0, 572.0], [1636.0, 572.0]]",POINT (1720 559),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
413,sherly salon o,0.977135181427002,"[[1702.0, 652.0], [1808.0, 652.0], [1808.0, 674.0], [1702.0, 674.0]]",POINT (1755 663),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
414,pit olecionns,0.549500048160553,"[[1024.0, 688.0], [1158.0, 688.0], [1158.0, 730.0], [1024.0, 730.0]]",POINT (1091 709),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
415,ojap,0.7705055475234985,"[[1868.0, 751.0], [1919.0, 751.0], [1919.0, 787.0], [1868.0, 787.0]]",POINT (1893.5 769),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
416,mic am eika,0.7634544372558594,"[[1008.0, 775.0], [1138.0, 775.0], [1138.0, 811.0], [1008.0, 811.0]]",POINT (1073 793),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
417,antor dekopinda,0.9880877733230591,"[[176.0, 795.0], [276.0, 793.0], [276.0, 813.0], [176.0, 815.0]]",POINT (226 804),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
418,siliwangi,0.9184367060661316,"[[911.0, 803.0], [934.0, 809.0], [913.0, 891.0], [890.0, 885.0]]",POINT (912 847),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
419,ewan koperasi.,0.9739104509353638,"[[176.0, 813.0], [268.0, 813.0], [268.0, 827.0], [176.0, 827.0]]",POINT (222 820),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
420,legal kota.,0.9475423693656921,"[[358.0, 863.0], [440.0, 863.0], [440.0, 877.0], [358.0, 877.0]]",POINT (399 870),"https://www.google.com/maps/@-6.918996,106.9358963,20z?"
421,transportasi umum   apotek,0.8586670160293579,"[[986.0, 24.0], [1254.0, 24.0], [1254.0, 50.0], [986.0, 50.0]]",POINT (1120 37),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
422,rai raka laundry o,0.9132831692695618,"[[792.0, 64.0], [926.0, 64.0], [926.0, 92.0], [792.0, 92.0]]",POINT (859 78),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
423,parkiran gg jayaniti,0.957756757736206,"[[1640.0, 58.0], [1794.0, 60.0], [1794.0, 82.0], [1640.0, 80.0]]",POINT (1717 70),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
424,gabriella home o,0.948157787322998,"[[958.0, 78.0], [1082.0, 78.0], [1082.0, 100.0], [958.0, 100.0]]",POINT (1020 89),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
425,bakmie sanji,0.9593573212623596,"[[1237.0, 105.0], [1352.0, 93.0], [1355.0, 123.0], [1240.0, 134.0]]",POINT (1296.321369516584 113.71568913529813),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
426,o bengkel aceng,0.9693172574043274,"[[160.0, 120.0], [284.0, 120.0], [284.0, 142.0], [160.0, 142.0]]",POINT (222 131),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
427,@ mihoshop 2,0.8992474675178528,"[[1282.0, 144.0], [1388.0, 144.0], [1388.0, 163.0], [1282.0, 163.0]]",POINT (1335 153.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
428,salma elektronik,0.9900532960891724,"[[1450.0, 149.0], [1564.0, 149.0], [1564.0, 169.0], [1450.0, 169.0]]",POINT (1507 159),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
429,kostan bu tika,0.9789217114448547,"[[1632.0, 144.0], [1757.0, 139.0], [1758.0, 161.0], [1633.0, 166.0]]",POINT (1695 152.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
430,o wokr aak uru,0.6796873807907104,"[[1268.0, 227.0], [1414.0, 227.0], [1414.0, 271.0], [1268.0, 271.0]]",POINT (1341 249),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
431,anak daera,0.9644429087638855,"[[650.0, 289.0], [712.0, 289.0], [712.0, 303.0], [650.0, 303.0]]",POINT (681 296),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
432,kisei frozen food,0.9435064792633057,"[[1731.0, 366.0], [1876.0, 373.0], [1875.0, 399.0], [1730.0, 392.0]]",POINT (1803 382.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
433,ruko grey,0.9716520309448242,"[[108.0, 377.0], [200.0, 377.0], [200.0, 399.0], [108.0, 399.0]]",POINT (154 388),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
434,bc.dekils,0.9599916934967041,"[[1200.0, 389.0], [1266.0, 389.0], [1266.0, 409.0], [1200.0, 409.0]]",POINT (1233 399),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
435,apotek 2 bintang,0.9721424579620361,"[[120.0, 419.0], [256.0, 419.0], [256.0, 441.0], [120.0, 441.0]]",POINT (188 430),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
436,masjid al-hu,0.9593505859375,"[[1832.0, 435.0], [1916.0, 435.0], [1916.0, 454.0], [1832.0, 454.0]]",POINT (1874 444.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
437,food and coffee,0.9999534487724304,"[[1290.0, 526.0], [1398.0, 526.0], [1398.0, 546.0], [1290.0, 546.0]]",POINT (1344 536),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
438,(4) mister penyet 2,0.9111323356628418,"[[96.0, 554.0], [224.0, 554.0], [224.0, 576.0], [96.0, 576.0]]",POINT (160 565),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
439,kota sukabun,0.9551579356193542,"[[126.0, 616.0], [212.0, 616.0], [212.0, 636.0], [126.0, 636.0]]",POINT (169 626),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
440,o yakima photo,0.9175025820732117,"[[1297.0, 623.0], [1414.0, 630.0], [1413.0, 652.0], [1296.0, 645.0]]",POINT (1355 637.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
441,o kantor pertamina,0.9752655029296875,"[[1292.0, 660.0], [1432.0, 656.0], [1432.0, 678.0], [1292.0, 682.0]]",POINT (1362 669),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
442,salesareasukabumi,0.9938628077507019,"[[1324.0, 676.0], [1452.0, 676.0], [1452.0, 690.0], [1324.0, 690.0]]",POINT (1388 683),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
443,1 kota sukabum,0.9728091359138489,"[[418.0, 705.0], [526.0, 708.0], [526.0, 730.0], [418.0, 727.0]]",POINT (472 717.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
444,kedai kang akung,0.9596183896064758,"[[80.0, 729.0], [228.0, 734.0], [228.0, 760.0], [80.0, 755.0]]",POINT (154 744.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
445,starbucks siliwangi,0.9870818853378296,"[[1298.0, 755.0], [1422.0, 755.0], [1422.0, 775.0], [1298.0, 775.0]]",POINT (1360 765),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
446,o rumah irda oktaviani,0.960758626461029,"[[1562.0, 751.0], [1726.0, 751.0], [1726.0, 777.0], [1562.0, 777.0]]",POINT (1644 764),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
447,kecamatan cikole,0.9746667146682739,"[[326.0, 787.0], [442.0, 787.0], [442.0, 801.0], [326.0, 801.0]]",POINT (384 794),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
448,bakni,0.7378221154212952,"[[170.0, 803.0], [210.0, 803.0], [210.0, 839.0], [170.0, 839.0]]",POINT (190 821),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
449,bc dtd #moalmundur,0.9819868803024292,"[[804.0, 799.0], [948.0, 799.0], [948.0, 819.0], [804.0, 819.0]]",POINT (876 809),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
450,vangi,0.988282322883606,"[[1097.0, 828.0], [1121.0, 831.0], [1113.0, 890.0], [1089.0, 887.0]]",POINT (1105 859),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?"
451,o bounty laundry,0.9596120119094849,"[[1162.0, 48.0], [1290.0, 48.0], [1290.0, 68.0], [1162.0, 68.0]]",POINT (1226 58),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
452,rawon tombo luwe,0.9871219396591187,"[[826.0, 66.0], [988.0, 66.0], [988.0, 92.0], [826.0, 92.0]]",POINT (907 79),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
453,mara cafe o,0.981589138507843,"[[741.0, 321.0], [849.0, 314.0], [851.0, 342.0], [743.0, 349.0]]",POINT (796 331.5),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
454,the bountie hotels,0.9984902143478394,"[[1224.0, 375.0], [1346.0, 375.0], [1346.0, 395.0], [1224.0, 395.0]]",POINT (1285 385),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
455,nd convention center,0.9775453805923462,"[[1232.0, 391.0], [1368.0, 386.0], [1368.0, 406.0], [1232.0, 411.0]]",POINT (1300 398.5),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
456,nit,0.810394287109375,"[[1588.0, 403.0], [1610.0, 403.0], [1610.0, 417.0], [1588.0, 417.0]]",POINT (1599 410),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
457,frances,0.9302762746810913,"[[1186.0, 464.0], [1270.0, 464.0], [1270.0, 492.0], [1186.0, 492.0]]",POINT (1228 478),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
458,o m. plasdone orine,0.6995254755020142,"[[1520.0, 478.0], [1692.0, 478.0], [1692.0, 520.0], [1520.0, 520.0]]",POINT (1606 499),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
459,dipo star finance o,0.9805677533149719,"[[1316.0, 508.0], [1456.0, 508.0], [1456.0, 530.0], [1316.0, 530.0]]",POINT (1386 519),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
460,o cgen la taba,0.6616540551185608,"[[1292.0, 534.0], [1430.0, 534.0], [1430.0, 576.0], [1292.0, 576.0]]",POINT (1361 555),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
461,jo,0.5745291709899902,"[[1100.0, 562.0], [1116.0, 562.0], [1116.0, 586.0], [1100.0, 586.0]]",POINT (1108 574),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
462,<im yougurt,0.9678154587745667,"[[1144.0, 566.0], [1244.0, 566.0], [1244.0, 588.0], [1144.0, 588.0]]",POINT (1194 577),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
463,lou mien,0.9740718007087708,"[[1560.0, 562.0], [1652.0, 562.0], [1652.0, 590.0], [1560.0, 590.0]]",POINT (1606 576),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
464,i. siliwangi,0.9669284224510193,"[[1093.0, 575.0], [1121.0, 571.0], [1137.0, 679.0], [1109.0, 683.0]]",POINT (1115 627),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
465,kapegepe,0.9975677132606506,"[[861.0, 589.0], [963.0, 597.0], [961.0, 625.0], [859.0, 617.0]]",POINT (911 607),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
466,& training,0.9832141995429993,"[[940.0, 660.0], [1012.0, 660.0], [1012.0, 680.0], [940.0, 680.0]]",POINT (976 670),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
467,ikmur p,0.9898884892463684,"[[1468.0, 672.0], [1514.0, 672.0], [1514.0, 686.0], [1468.0, 686.0]]",POINT (1491 679),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
468,kos de suci0,0.9147686958312988,"[[1794.0, 743.0], [1897.0, 754.0], [1894.0, 776.0], [1791.0, 765.0]]",POINT (1844 759.5),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
469,kazoku tei,0.9234858155250549,"[[1306.0, 763.0], [1416.0, 763.0], [1416.0, 797.0], [1306.0, 797.0]]",POINT (1361 780),"https://www.google.com/maps/@-6.9166128,106.9358963,20z?"
470,asrama,0.98851078748703,"[[1314.0, 14.0], [1370.0, 14.0], [1370.0, 28.0], [1314.0, 28.0]]",POINT (1342 21),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
471,warung nasi abah,0.9834003448486328,"[[1608.0, 50.0], [1756.0, 52.0], [1756.0, 74.0], [1608.0, 72.0]]",POINT (1682 62),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
472,aman bunut,0.9982026815414429,"[[74.0, 80.0], [178.0, 80.0], [178.0, 102.0], [74.0, 102.0]]",POINT (126 91),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
473,kolam renang,0.9996106624603271,"[[1506.0, 124.0], [1596.0, 124.0], [1596.0, 144.0], [1506.0, 144.0]]",POINT (1551 134),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
474,o c8 da neutral,0.7061609029769897,"[[664.0, 176.0], [803.0, 171.0], [804.0, 215.0], [665.0, 220.0]]",POINT (734 195.5),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
475,apotek waluya,0.9508352279663086,"[[459.0, 203.0], [584.0, 208.0], [583.0, 229.0], [458.0, 225.0]]",POINT (520.5163447251115 216.23192174343737),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
476,rsud sukabumi,0.9921245574951172,"[[322.0, 317.0], [420.0, 317.0], [420.0, 337.0], [322.0, 337.0]]",POINT (371 327),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
477,putra madura,0.9218798279762268,"[[860.0, 339.0], [981.0, 335.0], [982.0, 362.0], [861.0, 367.0]]",POINT (920.6338535414166 350.76430572228895),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
478,o madura,0.9310635328292847,"[[884.0, 331.0], [948.0, 331.0], [948.0, 345.0], [884.0, 345.0]]",POINT (916 338),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
479,sekretarias,0.6844072341918945,"[[476.0, 349.0], [622.0, 349.0], [622.0, 391.0], [476.0, 391.0]]",POINT (549 370),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
480,sentral opname,0.9975118637084961,"[[250.0, 381.0], [364.0, 381.0], [364.0, 401.0], [250.0, 401.0]]",POINT (307 391),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
481,toko perlengkapan olahraga,0.9942458868026733,"[[1096.0, 418.0], [1246.0, 423.0], [1246.0, 445.0], [1096.0, 440.0]]",POINT (1171 431.5),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
482,club sukabun,0.9681830406188965,"[[466.0, 431.0], [556.0, 428.0], [556.0, 448.0], [466.0, 451.0]]",POINT (511 439.5),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
483,milky mart sukabumi,0.9580882787704468,"[[1082.0, 476.0], [1246.0, 476.0], [1246.0, 502.0], [1082.0, 502.0]]",POINT (1164 489),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
484,o kyan group,0.9491026997566223,"[[1123.0, 548.0], [1226.0, 552.0], [1225.0, 574.0], [1122.0, 570.0]]",POINT (1174 561),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
485,bubur ayam,0.9996638298034668,"[[790.0, 622.0], [868.0, 622.0], [868.0, 642.0], [790.0, 642.0]]",POINT (829 632),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
486,siliwangi mang yedi,0.9204039573669434,"[[734.0, 632.0], [898.0, 630.0], [898.0, 658.0], [734.0, 660.0]]",POINT (816 645),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
487,dapur bu tini sukabumi,0.9890522360801697,"[[1146.0, 624.0], [1330.0, 624.0], [1330.0, 650.0], [1146.0, 650.0]]",POINT (1238 637),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
488,osdn perana,0.872000515460968,"[[1651.0, 657.0], [1755.0, 664.0], [1753.0, 686.0], [1649.0, 679.0]]",POINT (1702 671.5),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
489,center - sukabumi,0.9689936637878418,"[[1192.0, 753.0], [1318.0, 756.0], [1318.0, 778.0], [1192.0, 775.0]]",POINT (1255 765.5),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
490,drop & fresh,0.9617090225219727,"[[904.0, 801.0], [1016.0, 801.0], [1016.0, 823.0], [904.0, 823.0]]",POINT (960 812),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
491,yam gepre,0.9484128952026367,"[[1176.0, 825.0], [1248.0, 825.0], [1248.0, 839.0], [1176.0, 839.0]]",POINT (1212 832),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
492,juara cabang 56,0.9817836284637451,"[[1154.0, 835.0], [1288.0, 835.0], [1288.0, 857.0], [1154.0, 857.0]]",POINT (1221 846),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
493,coffee & grill bal,0.9659097194671631,"[[863.0, 861.0], [972.0, 867.0], [971.0, 889.0], [862.0, 883.0]]",POINT (917 875),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
494,bakso rusuk sunangir,0.9556789398193359,"[[1172.0, 879.0], [1332.0, 879.0], [1332.0, 892.0], [1172.0, 892.0]]",POINT (1252 885.5),"https://www.google.com/maps/@-6.9154211,106.9358963,20z?"
495,rekomendasi aktivitas ( museum  transportasi umum apotek,0.9650112390518188,"[[692.0, 24.0], [1250.0, 24.0], [1250.0, 50.0], [692.0, 50.0]]",POINT (971 37),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
496,en atm,0.8086015582084656,"[[1258.0, 28.0], [1326.0, 28.0], [1326.0, 48.0], [1258.0, 48.0]]",POINT (1292 38),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
497,. siliwangi,0.8740947842597961,"[[490.0, 73.0], [518.0, 66.0], [548.0, 174.0], [520.0, 182.0]]",POINT (519.0029625089386 123.83849218510574),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
498,viesta coffee & dining,0.9935887455940247,"[[274.0, 106.0], [448.0, 104.0], [448.0, 131.0], [274.0, 134.0]]",POINT (360.4727272727273 118.75757575757575),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
499,point sukaburr,0.9159646034240723,"[[246.0, 253.0], [338.0, 253.0], [338.0, 267.0], [246.0, 267.0]]",POINT (292 260),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
500,bp trans travel o,0.9755550622940063,"[[420.0, 423.0], [546.0, 423.0], [546.0, 445.0], [420.0, 445.0]]",POINT (483 434),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
501,o kentang mustafa,0.9520050287246704,"[[1180.0, 437.0], [1316.0, 437.0], [1316.0, 456.0], [1180.0, 456.0]]",POINT (1248 446.5),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
502,butler bar & bistro,0.9962707757949829,"[[388.0, 458.0], [530.0, 458.0], [530.0, 480.0], [388.0, 480.0]]",POINT (459 469),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
503,outex authentic,0.9292722344398499,"[[149.0, 500.0], [287.0, 507.0], [285.0, 543.0], [147.0, 536.0]]",POINT (217 521.5),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
504,toko paka,0.9990702867507935,"[[488.0, 516.0], [538.0, 516.0], [538.0, 530.0], [488.0, 530.0]]",POINT (513 523),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
505,nasi kuning &,0.9827780723571777,"[[496.0, 537.0], [619.0, 551.0], [616.0, 579.0], [493.0, 565.0]]",POINT (556 558),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
506,susu murni bunt,0.9842418432235718,"[[480.0, 568.0], [582.0, 568.0], [582.0, 582.0], [480.0, 582.0]]",POINT (531 575),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
507,bunut 8 / boendel cafe,0.9887833595275879,"[[130.0, 600.0], [300.0, 600.0], [300.0, 620.0], [130.0, 620.0]]",POINT (215 610),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
508,ismp a hayannkare,0.7454511523246765,"[[1204.0, 686.0], [1360.0, 686.0], [1360.0, 722.0], [1204.0, 722.0]]",POINT (1282 704),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
509,it,0.6667979955673218,"[[78.0, 787.0], [92.0, 787.0], [92.0, 797.0], [78.0, 797.0]]",POINT (85 792),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
510,rumah sakit,0.9994687438011169,"[[171.0, 792.0], [301.0, 811.0], [297.0, 838.0], [167.0, 820.0]]",POINT (233.61441490819402 815.1925641728327),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
511,away market o,0.9680144190788269,"[[356.0, 825.0], [470.0, 825.0], [470.0, 853.0], [356.0, 853.0]]",POINT (413 839),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
512,^ud,0.8117926120758057,"[[1874.0, 847.0], [1914.0, 847.0], [1914.0, 869.0], [1874.0, 869.0]]",POINT (1894 858),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
513,and,0.5873383283615112,"[[1508.0, 873.0], [1530.0, 873.0], [1530.0, 887.0], [1508.0, 887.0]]",POINT (1519 880),"https://www.google.com/maps/@-6.9142295,106.9358963,20z?"
514,apotekn atm,0.9046626687049866,"[[1162.0, 24.0], [1328.0, 24.0], [1328.0, 50.0], [1162.0, 50.0]]",POINT (1245 37),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
515,fitri home,0.9629596471786499,"[[1552.0, 90.0], [1618.0, 90.0], [1618.0, 104.0], [1552.0, 104.0]]",POINT (1585 97),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
516,o fitra ja,0.9637362360954285,"[[1830.0, 116.0], [1916.0, 116.0], [1916.0, 138.0], [1830.0, 138.0]]",POINT (1873 127),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
517,le mineral galo,0.9662700295448303,"[[1398.0, 181.0], [1498.0, 181.0], [1498.0, 195.0], [1398.0, 195.0]]",POINT (1448 188),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
518,kedai teh mila,0.9634326100349426,"[[1198.0, 367.0], [1325.0, 362.0], [1326.0, 388.0], [1199.0, 393.0]]",POINT (1262 377.5),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
519,o kost h. m. ridwan,0.9802043437957764,"[[1284.0, 445.0], [1428.0, 445.0], [1428.0, 466.0], [1284.0, 466.0]]",POINT (1356 455.5),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
520,o aki na,0.9745290875434875,"[[1262.0, 576.0], [1332.0, 576.0], [1332.0, 598.0], [1262.0, 598.0]]",POINT (1297 587),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
521,rantima's snack,0.9952496290206909,"[[1284.0, 634.0], [1394.0, 634.0], [1394.0, 648.0], [1284.0, 648.0]]",POINT (1339 641),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
522,clean laur,0.9454407691955566,"[[1110.0, 646.0], [1187.0, 641.0], [1188.0, 663.0], [1111.0, 668.0]]",POINT (1149 654.5),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
523,o buspermana 59,0.9907357096672058,"[[1026.0, 684.0], [1156.0, 684.0], [1156.0, 706.0], [1026.0, 706.0]]",POINT (1091 695),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
524,rumah abah,0.958613932132721,"[[957.0, 707.0], [1071.0, 714.0], [1069.0, 742.0], [955.0, 735.0]]",POINT (1013 724.5),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?"
525,prana blok b2 no.4 o,0.9477620124816895,"[[1510.0, 66.0], [1661.0, 59.0], [1662.0, 87.0], [1511.0, 94.0]]",POINT (1586 76.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
526,o ning house,0.9647702574729919,"[[1691.0, 71.0], [1798.0, 76.0], [1797.0, 104.0], [1690.0, 99.0]]",POINT (1744 87.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
527,sim sukabumi,0.9589380621910095,"[[278.0, 102.0], [376.0, 102.0], [376.0, 122.0], [278.0, 122.0]]",POINT (327 112),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
528,bakso malang umi o,0.9831616282463074,"[[1282.0, 116.0], [1431.0, 111.0], [1432.0, 139.0], [1283.0, 144.0]]",POINT (1357 127.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
529,o lesta food gang oyo,0.9725627899169922,"[[1168.0, 239.0], [1328.0, 241.0], [1328.0, 263.0], [1168.0, 261.0]]",POINT (1248 251),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
530,siiwangi food market,0.9696893095970154,"[[566.0, 250.0], [739.0, 241.0], [740.0, 269.0], [567.0, 278.0]]",POINT (653 259.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
531,4.4  (3092,0.9990566372871399,"[[114.0, 263.0], [180.0, 263.0], [180.0, 283.0], [114.0, 283.0]]",POINT (147 273),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
